conversation_id,overall,groundedness,correctness,completeness,tone,safety,rationale
7edc78b6c1e2c8b417592ecc95e3fe23,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
8889a559d38071916ff44a3de459d4c1,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
407c087fd43ca1eff95350c93a17461b,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
05e2436f1a94ef246416e54575659b1b,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
a59e4ccb66a0e58b545c9e54a0b87d4e,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
17d8c9a4339cc1c153c6eedfbb2ff911,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
10d4a979b7ed350ff4227f27fb344f79,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
05138b034e79dd62f5424343a585808d,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
d7810ef127471c698e1c054997bdc65b,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
b7445af942e0cafce40d96a33a7af6a8,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
c25ae7dd69c2bb54c42bcc0ad7ffdff7,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
997a684ee268ea999b4f574b52328c7c,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
eb1072f086770066e54e0986b80ee2ec,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
4b5a7dddb03ae4fd58caf6cdfccae257,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
359f3d11f5334777a50860b2c389aa09,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
9a9615cd3ef01aa912a320f8b12820d1,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
5e3823d67338f12385f3a1085cac24bc,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
7f60e5f7a327ace270eb5ea451604af9,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
048adf14c4a83ca8ea1bc2bcbd36d422,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
5a71e53ebd96a3463bcc7f54e670aa52,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
878937af30c2060a2a9b21c0336c0dbf,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
c100853f9255f193232cc8c5d2178423,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
5e81b5b5fbc9f4aa9721a90393dac0b2,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
f34ee5d08317d51cbefaeb014dc95b28,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
efc7bce9bee606d0bcbb0225720cca17,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
adf5bf7000bd90571cbfff986dd947ec,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
618db5474881b489c74ad178f0c7bd84,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
8886555fbd7c64b1bd94998ecff720fa,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
893fd927c6b3b815318dd95928640fe3,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
9502999261b9f5fa2e42f34a0c63a774,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
e53b2ebb7d7333ef0f8269c2f9386c0f,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
f8c3d5f1ee09103b43de5faa614416d3,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
ba66eb21836e0fbd6dba3ff0d045c034,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
d62e9033d2ff15117c19e3a253c0cf39,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
b9d94a9cbcd84d00203db98c39d91331,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
cacf82337429433de988c90e288c8a78,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
5f90a182d92f0a55100bbc8a2a34e83a,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
30c2d0045de6c151f5c2b6594a69bb34,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
6f691232a133223f9aee8ff306904327,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
b004daefcf98eb7a9cb60a6203f8ba54,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
7e5db3133cb0f3bd9ac343906a32fde0,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
e61189154c19e4f4c1497ba97dcb93d0,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
57d09574ec8519824e85bb92129d1a90,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
1c12654a9c629a2b71e2fd26b50fe854,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
c58b3410a96aa1622f370639e24cac61,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
71854cde2a86fa528ca6449867a90f9a,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
bcb0f0f4dc289a66d2a30edf300aef30,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
50d43679fc8d341006a0162fd51124e1,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
bec0e0455646349a41b896d8d0ace1d5,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
2c1a068ed0ee45c96489afee6e0c05b4,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
6a4a97abb2f8e05466fac055741f35d3,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
33e61b6e1943540755ba856295a66e3d,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
d48f41d427a9e1bc623d7b573b8d0728,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
76f82869ee6f77a52574c44b1acfa88f,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
60c444c0b05ed50b3853b30308096284,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
96726232299a65ce2ac60b5ddcc5b111,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
a1ef212b11c31e53e1c0bfbec661f7f7,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
0a4c9330f7ff35952cceffa0631eabee,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
cc103d0053b0304e9c7458b2ddbc1293,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
1a81f265c067c3ca996671b8bc1526d7,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
bb41fc07d575f68abb94a4d56fb483de,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
7a79d0118e499b6a367036e1336732cc,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
b9384bd7d6b23cb971e3427b25f3e3bd,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
db7cb2533f7f8ed6c55dbb8435e9eaed,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
90c3798ea1d09ed19b6089242e9b6f5b,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
3a81595590461d9c3fdac9a4259bf9d3,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
7984c86ee5f67a6533cc2e64c09e009f,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
f0499fea717305ae59928be1e441737a,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
5b2ab4712314bd7c0ae2ea1ad4f3bc08,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
4c3e022863ea82990c733abeced3dd04,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
87a69e518e8a13f08c64128cab161225,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
ee8448d116494327006d22db98f46dc3,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
f49759d8b4c466810d3beaae455df049,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
596a474cf5a82211f9c696f139908e16,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
61aa550c8db001081d2a0969369032f7,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
6f7f7464ae40dac168ed93e68a92dc3a,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
f3ed052ae7677232898db2b0afa8f770,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
9498eb9d8a017ab99ee22ee788a9def1,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
bbc48ba1f4d0098d08011f64329193f8,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
ccf231841c24fcc29eb62daf69680aeb,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
5d5994f941c25d408a710a10b2cfb05f,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
c6e7ff949f94a9a3e82add38bce0e609,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
9747cee53d19b811aca80cd7e5bb5f88,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
fced52a01cfb9525322f96dc09f96552,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
f8e6afff1aa74382f8d0603eb3c1324c,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
e51ca62400ed819433bcd7b5eda7fe78,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
6efa8a08bbda60325167a86478750586,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
d54596641d0fc7bfaa711fb1d779b50e,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
bf6feccdfecaf93b671fb58d2b8932df,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
9b567223cada8f26e92a5223b1c7d8a8,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
b294983dd99f554967c0ffda5c8f2fb1,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
99c76d1c913c67166682aa21839f507c,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
ab12b2aef1cf605eaa997a40a9ba8b01,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
0e9e8946de810bd3b732c08cc25f0da6,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
3e59e6cce27795334b973337635d487a,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
a83107d31186007b4905a588d4d6f6f4,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
f09e83229e347efaf2affa69326ab895,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
839e9f14e31dc544b3ce07ef634c0feb,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
bf9571f9440a6e243acfbd3304b4f773,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
189973e5749df14992ad8c79011e17ca,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
0ff331ee501cbb9a11b372688e397eda,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
36f5b21fe88368ffbd01c1ed7d54b2b4,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
6095522a2d127ca70f1c7a54c6ad5d53,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
1c8731061ef1af2b4a8d85ddfeafdb99,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
c7c3eb455fb48bbf89ef963e799282aa,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
4453dc0e086135fc4afdb5126e3d9fba,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
e8d8c19cb343550afcca98dbcff8613b,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
420b3d14f39928f0b45b6e58b04cd13b,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
a4d2843dda6a9243cbd136090484ad4a,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
65ba76d28bbfe04f33bf59fae46294ec,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
4d87b4097170e9943eac19a9afef39f5,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
425bb47550f8feaa58fc723a578d089d,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
93c384cd24e5f0e42db9b6b4d597075f,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
52bd90a3be645143af3c4ad082803269,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
f2da5192ec61c0760b52afedacc4c9de,5,5,5,5,4,5,Deterministic rubric fallback; replace with provider judge for final study.
658fa29e934d4e24934eafa5a452a24c,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
b608df7e308e779b02b84280e3196aea,4,4,4,4,4,4,Deterministic rubric fallback; replace with provider judge for final study.
